Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering
AISI-SAE 4027,86400.0,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,37.5
AISI-SAE 4027,86400.0,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,34.1
AISI-SAE 4027,86400.0,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,31.0
AISI-SAE 4027,86400.0,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,28.1
AISI-SAE 4027,86400.0,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,23.0
AISI-SAE 4027,86400.0,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,15.5
AISI-SAE 4027,86400.0,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0.0,0.0,0.0,6.0
AISI-SAE 4037,600.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,52.6
AISI-SAE 4037,600.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,51.0
AISI-SAE 4037,600.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,47.6
AISI-SAE 4037,600.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,45.0
AISI-SAE 4037,600.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,42.0
AISI-SAE 4037,600.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,38.5
AISI-SAE 4037,600.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,35.6
AISI-SAE 4037,600.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,32.7
AISI-SAE 4037,600.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,28.5
AISI-SAE 4037,600.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,23.0
AISI-SAE 4037,3600.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,51.6
AISI-SAE 4037,3600.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,49.0
AISI-SAE 4037,3600.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,47.0
AISI-SAE 4037,3600.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,43.9
AISI-SAE 4037,3600.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,40.5
AISI-SAE 4037,3600.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,37.0
AISI-SAE 4037,3600.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,34.0
AISI-SAE 4037,3600.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,31.0
AISI-SAE 4037,3600.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,25.0
AISI-SAE 4037,3600.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,18.0
AISI-SAE 4037,14400.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,51.5
AISI-SAE 4037,14400.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,48.1
AISI-SAE 4037,14400.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,45.7
AISI-SAE 4037,14400.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,42.9
AISI-SAE 4037,14400.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,39.5
AISI-SAE 4037,14400.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,36.1
AISI-SAE 4037,14400.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,32.5
AISI-SAE 4037,14400.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,29.5
AISI-SAE 4037,14400.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,22.2
AISI-SAE 4037,14400.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,13.5
AISI-SAE 4037,86400.0,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,50.7
AISI-SAE 4037,86400.0,260.0,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,47.7
AISI-SAE 4037,86400.0,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,45.2
AISI-SAE 4037,86400.0,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,41.5
AISI-SAE 4037,86400.0,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,38.5
AISI-SAE 4037,86400.0,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,35.0
AISI-SAE 4037,86400.0,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,31.5
AISI-SAE 4037,86400.0,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,26.0
AISI-SAE 4037,86400.0,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,17.2
AISI-SAE 4037,86400.0,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0.0,0.0,0.0,9.5
AISI-SAE 4047,600.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,57.5
AISI-SAE 4047,600.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,53.9
AISI-SAE 4047,600.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,50.7
AISI-SAE 4047,600.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,48.0
AISI-SAE 4047,600.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,45.0
AISI-SAE 4047,600.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,41.6
AISI-SAE 4047,600.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,39.0
AISI-SAE 4047,600.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,34.6
AISI-SAE 4047,600.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,29.5
AISI-SAE 4047,600.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,25.0
AISI-SAE 4047,3600.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,55.5
AISI-SAE 4047,3600.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,51.5
AISI-SAE 4047,3600.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,49.5
AISI-SAE 4047,3600.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,46.5
AISI-SAE 4047,3600.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,43.2
AISI-SAE 4047,3600.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,40.0
AISI-SAE 4047,3600.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,36.5
AISI-SAE 4047,3600.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,33.0
AISI-SAE 4047,3600.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,26.2
AISI-SAE 4047,3600.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,19.5
AISI-SAE 4047,14400.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,55.0
AISI-SAE 4047,14400.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,50.9
AISI-SAE 4047,14400.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,48.0
AISI-SAE 4047,14400.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,46.0
AISI-SAE 4047,14400.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,42.5
AISI-SAE 4047,14400.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,39.0
AISI-SAE 4047,14400.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,35.5
AISI-SAE 4047,14400.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,31.0
AISI-SAE 4047,14400.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,22.5
AISI-SAE 4047,14400.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,14.0
AISI-SAE 4047,86400.0,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,53.5
AISI-SAE 4047,86400.0,260.0,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,50.2
AISI-SAE 4047,86400.0,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,47.5
AISI-SAE 4047,86400.0,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,44.5
AISI-SAE 4047,86400.0,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,41.5
AISI-SAE 4047,86400.0,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,38.0
AISI-SAE 4047,86400.0,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,34.4
AISI-SAE 4047,86400.0,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,27.5
AISI-SAE 4047,86400.0,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,16.5
AISI-SAE 4047,86400.0,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0.0,0.0,0.0,7.0
AISI-SAE 4068,600.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,61.5
AISI-SAE 4068,600.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,58.5
AISI-SAE 4068,600.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,55.0
AISI-SAE 4068,600.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,52.0
AISI-SAE 4068,600.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,49.0
AISI-SAE 4068,600.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,44.9
AISI-SAE 4068,600.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,41.6
AISI-SAE 4068,600.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,37.5
AISI-SAE 4068,600.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,33.5
AISI-SAE 4068,600.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,28.0
AISI-SAE 4068,3600.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,59.5
AISI-SAE 4068,3600.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,57.0
AISI-SAE 4068,3600.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,53.5
AISI-SAE 4068,3600.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,50.5
AISI-SAE 4068,3600.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,47.0
AISI-SAE 4068,3600.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,43.5
AISI-SAE 4068,3600.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,39.5
AISI-SAE 4068,3600.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,35.2
AISI-SAE 4068,3600.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,29.5
AISI-SAE 4068,3600.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,21.2
AISI-SAE 4068,14400.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,58.7
AISI-SAE 4068,14400.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,56.0
AISI-SAE 4068,14400.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,52.7
AISI-SAE 4068,14400.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,49.5
AISI-SAE 4068,14400.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,45.7
AISI-SAE 4068,14400.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,42.0
AISI-SAE 4068,14400.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,37.5
AISI-SAE 4068,14400.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,32.5
AISI-SAE 4068,14400.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,25.0
AISI-SAE 4068,14400.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,17.0
AISI-SAE 4068,86400.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,58.5
AISI-SAE 4068,86400.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,55.5
AISI-SAE 4068,86400.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,52.0
AISI-SAE 4068,86400.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,47.5
AISI-SAE 4068,86400.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,44.5
AISI-SAE 4068,86400.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,40.5
AISI-SAE 4068,86400.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,36.5
AISI-SAE 4068,86400.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,27.7
AISI-SAE 4068,86400.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,19.0
AISI-SAE 4068,86400.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,12.0
AISI-SAE 4140,10.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,59.5
AISI-SAE 4140,10.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,60.3
AISI-SAE 4140,10.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.5
AISI-SAE 4140,10.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,56.7
AISI-SAE 4140,10.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,56.2
AISI-SAE 4140,10.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,55.5
AISI-SAE 4140,10.0,500.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,49.6
AISI-SAE 4140,10.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,45.9
AISI-SAE 4140,10.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,43.2
AISI-SAE 4140,40.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,47.7
AISI-SAE 4140,40.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,42.7
AISI-SAE 4140,40.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,39.4
AISI-SAE 4140,40.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,35.0
AISI-SAE 4140,90.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.8
AISI-SAE 4140,90.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.6
AISI-SAE 4140,90.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.2
AISI-SAE 4140,90.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,57.2
AISI-SAE 4140,90.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,54.6
AISI-SAE 4140,120.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,46.9
AISI-SAE 4140,120.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,41.4
AISI-SAE 4140,120.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,38.0
AISI-SAE 4140,120.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.1
AISI-SAE 4140,300.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,46.3
AISI-SAE 4140,300.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,40.3
AISI-SAE 4140,300.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,36.3
AISI-SAE 4140,300.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,33.8
AISI-SAE 4140,900.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,59.2
AISI-SAE 4140,900.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,56.3
AISI-SAE 4140,900.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.0
AISI-SAE 4140,900.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,54.0
AISI-SAE 4140,900.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.5
AISI-SAE 4140,900.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.3
AISI-SAE 4140,900.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,45.3
AISI-SAE 4140,900.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,39.3
AISI-SAE 4140,900.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.6
AISI-SAE 4140,900.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,31.6
AISI-SAE 4140,3600.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,54.4
AISI-SAE 4140,3600.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.9
AISI-SAE 4140,3600.0,260.0,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,51.1
AISI-SAE 4140,3600.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,49.2
AISI-SAE 4140,3600.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.7
AISI-SAE 4140,3600.0,371.1,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.0
AISI-SAE 4140,3600.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,43.6
AISI-SAE 4140,3600.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,45.0
AISI-SAE 4140,3600.0,482.2,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,41.1
AISI-SAE 4140,3600.0,500.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,38.3
AISI-SAE 4140,3600.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,38.2
AISI-SAE 4140,3600.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,35.4
AISI-SAE 4140,3600.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,33.3
AISI-SAE 4140,3600.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,31.2
AISI-SAE 4140,3600.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,20.9
AISI-SAE 4140,7200.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,54.2
AISI-SAE 4140,7200.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.3
AISI-SAE 4140,7200.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,44.0
AISI-SAE 4140,7200.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,36.3
AISI-SAE 4140,7200.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,27.8
AISI-SAE 4140,9000.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.5
AISI-SAE 4140,9000.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,52.7
AISI-SAE 4140,9000.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,52.2
AISI-SAE 4140,9000.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.0
AISI-SAE 4140,9000.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,48.1
AISI-SAE 4140,9000.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,43.1
AISI-SAE 4140,9000.0,500.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,37.1
AISI-SAE 4140,9000.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,29.9
AISI-SAE 4140,9000.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,19.4
AISI-SAE 4140,14400.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,53.4
AISI-SAE 4140,14400.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.9
AISI-SAE 4140,14400.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,43.8
AISI-SAE 4140,14400.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,36.0
AISI-SAE 4140,14400.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,26.2
AISI-SAE 4140,28800.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,52.9
AISI-SAE 4140,28800.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,49.2
AISI-SAE 4140,28800.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,43.5
AISI-SAE 4140,28800.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,35.2
AISI-SAE 4140,28800.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,24.7
AISI-SAE 4140,57600.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,53.0
AISI-SAE 4140,57600.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,49.5
AISI-SAE 4140,57600.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,42.7
