Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering,hardness_group,temp_group,time_group
AISI-SAE 4068,600.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,33.5,30-35 HRC,600-650 C,600.0 s
AISI-SAE 4068,600.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,28.0,25-30 HRC,700-750 C,600.0 s
AISI-SAE 4068,3600.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,59.5,55-60 HRC,200-250 C,3600.0 s
AISI-SAE 4068,3600.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,57.0,55-60 HRC,250-300 C,3600.0 s
AISI-SAE 4068,3600.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,53.5,50-55 HRC,300-350 C,3600.0 s
AISI-SAE 4068,3600.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,50.5,50-55 HRC,350-400 C,3600.0 s
AISI-SAE 4068,3600.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,47.0,45-50 HRC,400-450 C,3600.0 s
AISI-SAE 4068,3600.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,43.5,40-45 HRC,450-500 C,3600.0 s
AISI-SAE 4068,3600.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,39.5,35-40 HRC,500-550 C,3600.0 s
AISI-SAE 4068,3600.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,35.2,35-40 HRC,550-600 C,3600.0 s
AISI-SAE 4068,3600.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,29.5,25-30 HRC,600-650 C,3600.0 s
AISI-SAE 4068,3600.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,21.2,20-25 HRC,700-750 C,3600.0 s
AISI-SAE 4068,14400.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,58.7,55-60 HRC,200-250 C,14400.0 s
AISI-SAE 4068,14400.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,56.0,55-60 HRC,250-300 C,14400.0 s
AISI-SAE 4068,14400.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,52.7,50-55 HRC,300-350 C,14400.0 s
AISI-SAE 4068,14400.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,49.5,45-50 HRC,350-400 C,14400.0 s
AISI-SAE 4068,14400.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,45.7,45-50 HRC,400-450 C,14400.0 s
AISI-SAE 4068,14400.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,42.0,40-45 HRC,450-500 C,14400.0 s
AISI-SAE 4068,14400.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,37.5,35-40 HRC,500-550 C,14400.0 s
AISI-SAE 4068,14400.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,32.5,30-35 HRC,550-600 C,14400.0 s
AISI-SAE 4068,14400.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,25.0,20-25 HRC,600-650 C,14400.0 s
AISI-SAE 4068,14400.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,17.0,15-20 HRC,700-750 C,14400.0 s
AISI-SAE 4068,86400.0,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,58.5,55-60 HRC,200-250 C,86400.0 s
AISI-SAE 4068,86400.0,260.0,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,55.5,55-60 HRC,250-300 C,86400.0 s
AISI-SAE 4068,86400.0,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,52.0,50-55 HRC,300-350 C,86400.0 s
AISI-SAE 4068,86400.0,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,47.5,45-50 HRC,350-400 C,86400.0 s
AISI-SAE 4068,86400.0,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,44.5,40-45 HRC,400-450 C,86400.0 s
AISI-SAE 4068,86400.0,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,40.5,40-45 HRC,450-500 C,86400.0 s
AISI-SAE 4068,86400.0,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,36.5,35-40 HRC,500-550 C,86400.0 s
AISI-SAE 4068,86400.0,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,27.7,25-30 HRC,550-600 C,86400.0 s
AISI-SAE 4068,86400.0,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,19.0,15-20 HRC,600-650 C,86400.0 s
AISI-SAE 4068,86400.0,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0.0,0.0,0.0,12.0,10-15 HRC,700-750 C,86400.0 s
AISI-SAE 4140,10.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,59.5,55-60 HRC,100-150 C,10.0 s
AISI-SAE 4140,10.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,60.3,60-65 HRC,100-150 C,10.0 s
AISI-SAE 4140,10.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.5,55-60 HRC,150-200 C,10.0 s
AISI-SAE 4140,10.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,56.7,55-60 HRC,200-250 C,10.0 s
AISI-SAE 4140,10.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,56.2,55-60 HRC,250-300 C,10.0 s
AISI-SAE 4140,10.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,55.5,55-60 HRC,350-400 C,10.0 s
AISI-SAE 4140,10.0,500.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,49.6,45-50 HRC,450-500 C,10.0 s
AISI-SAE 4140,10.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,45.9,45-50 HRC,550-600 C,10.0 s
AISI-SAE 4140,10.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,43.2,40-45 HRC,650-700 C,10.0 s
AISI-SAE 4140,40.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,47.7,45-50 HRC,400-450 C,40.0 s
AISI-SAE 4140,40.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,42.7,40-45 HRC,500-550 C,40.0 s
AISI-SAE 4140,40.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,39.4,35-40 HRC,550-600 C,40.0 s
AISI-SAE 4140,40.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,35.0,30-35 HRC,600-650 C,40.0 s
AISI-SAE 4140,90.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.8,55-60 HRC,100-150 C,90.0 s
AISI-SAE 4140,90.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.6,55-60 HRC,100-150 C,90.0 s
AISI-SAE 4140,90.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.2,55-60 HRC,150-200 C,90.0 s
AISI-SAE 4140,90.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,57.2,55-60 HRC,200-250 C,90.0 s
AISI-SAE 4140,90.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,54.6,50-55 HRC,350-400 C,90.0 s
AISI-SAE 4140,120.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,46.9,45-50 HRC,400-450 C,120.0 s
AISI-SAE 4140,120.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,41.4,40-45 HRC,500-550 C,120.0 s
AISI-SAE 4140,120.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,38.0,35-40 HRC,550-600 C,120.0 s
AISI-SAE 4140,120.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.1,30-35 HRC,600-650 C,120.0 s
AISI-SAE 4140,300.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,46.3,45-50 HRC,400-450 C,300.0 s
AISI-SAE 4140,300.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,40.3,40-45 HRC,500-550 C,300.0 s
AISI-SAE 4140,300.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,36.3,35-40 HRC,550-600 C,300.0 s
AISI-SAE 4140,300.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,33.8,30-35 HRC,600-650 C,300.0 s
AISI-SAE 4140,900.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,59.2,55-60 HRC,100-150 C,900.0 s
AISI-SAE 4140,900.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,56.3,55-60 HRC,100-150 C,900.0 s
AISI-SAE 4140,900.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.0,55-60 HRC,150-200 C,900.0 s
AISI-SAE 4140,900.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,54.0,50-55 HRC,200-250 C,900.0 s
AISI-SAE 4140,900.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.5,50-55 HRC,250-300 C,900.0 s
AISI-SAE 4140,900.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.3,50-55 HRC,350-400 C,900.0 s
AISI-SAE 4140,900.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,45.3,45-50 HRC,400-450 C,900.0 s
AISI-SAE 4140,900.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,39.3,35-40 HRC,500-550 C,900.0 s
AISI-SAE 4140,900.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.6,30-35 HRC,550-600 C,900.0 s
AISI-SAE 4140,900.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,31.6,30-35 HRC,600-650 C,900.0 s
AISI-SAE 4140,3600.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,54.4,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 4140,3600.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.9,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 4140,3600.0,260.0,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,51.1,50-55 HRC,250-300 C,3600.0 s
AISI-SAE 4140,3600.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,49.2,45-50 HRC,250-300 C,3600.0 s
AISI-SAE 4140,3600.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.7,45-50 HRC,300-350 C,3600.0 s
AISI-SAE 4140,3600.0,371.1,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.0,45-50 HRC,350-400 C,3600.0 s
AISI-SAE 4140,3600.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,43.6,40-45 HRC,350-400 C,3600.0 s
AISI-SAE 4140,3600.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,45.0,40-45 HRC,400-450 C,3600.0 s
AISI-SAE 4140,3600.0,482.2,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,41.1,40-45 HRC,450-500 C,3600.0 s
AISI-SAE 4140,3600.0,500.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,38.3,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 4140,3600.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,38.2,35-40 HRC,500-550 C,3600.0 s
AISI-SAE 4140,3600.0,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,35.4,35-40 HRC,550-600 C,3600.0 s
AISI-SAE 4140,3600.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,33.3,30-35 HRC,550-600 C,3600.0 s
AISI-SAE 4140,3600.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,31.2,30-35 HRC,600-650 C,3600.0 s
AISI-SAE 4140,3600.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,20.9,20-25 HRC,650-700 C,3600.0 s
AISI-SAE 4140,7200.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,54.2,50-55 HRC,200-250 C,7200.0 s
AISI-SAE 4140,7200.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.3,45-50 HRC,300-350 C,7200.0 s
AISI-SAE 4140,7200.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,44.0,40-45 HRC,400-450 C,7200.0 s
AISI-SAE 4140,7200.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,36.3,35-40 HRC,500-550 C,7200.0 s
AISI-SAE 4140,7200.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,27.8,25-30 HRC,600-650 C,7200.0 s
AISI-SAE 4140,9000.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.5,55-60 HRC,100-150 C,9000.0 s
AISI-SAE 4140,9000.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,52.7,50-55 HRC,100-150 C,9000.0 s
AISI-SAE 4140,9000.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,52.2,50-55 HRC,150-200 C,9000.0 s
AISI-SAE 4140,9000.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.0,45-50 HRC,200-250 C,9000.0 s
AISI-SAE 4140,9000.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,48.1,45-50 HRC,250-300 C,9000.0 s
AISI-SAE 4140,9000.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,43.1,40-45 HRC,350-400 C,9000.0 s
AISI-SAE 4140,9000.0,500.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,37.1,35-40 HRC,450-500 C,9000.0 s
AISI-SAE 4140,9000.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,29.9,25-30 HRC,550-600 C,9000.0 s
AISI-SAE 4140,9000.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,19.4,15-20 HRC,650-700 C,9000.0 s
AISI-SAE 4140,14400.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,53.4,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 4140,14400.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,48.9,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 4140,14400.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,43.8,40-45 HRC,400-450 C,14400.0 s
AISI-SAE 4140,14400.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,36.0,35-40 HRC,500-550 C,14400.0 s
AISI-SAE 4140,14400.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,26.2,25-30 HRC,600-650 C,14400.0 s
AISI-SAE 4140,28800.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,52.9,50-55 HRC,200-250 C,28800.0 s
AISI-SAE 4140,28800.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,49.2,45-50 HRC,300-350 C,28800.0 s
AISI-SAE 4140,28800.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,43.5,40-45 HRC,400-450 C,28800.0 s
AISI-SAE 4140,28800.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,35.2,35-40 HRC,500-550 C,28800.0 s
AISI-SAE 4140,28800.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,24.7,20-25 HRC,600-650 C,28800.0 s
AISI-SAE 4140,57600.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,53.0,50-55 HRC,200-250 C,57600.0 s
AISI-SAE 4140,57600.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,49.5,45-50 HRC,300-350 C,57600.0 s
AISI-SAE 4140,57600.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,42.7,40-45 HRC,400-450 C,57600.0 s
AISI-SAE 4140,57600.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.7,30-35 HRC,500-550 C,57600.0 s
AISI-SAE 4140,57600.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,23.3,20-25 HRC,600-650 C,57600.0 s
AISI-SAE 4140,86400.0,100.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,58.5,55-60 HRC,100-150 C,86400.0 s
AISI-SAE 4140,86400.0,150.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,51.4,50-55 HRC,100-150 C,86400.0 s
AISI-SAE 4140,86400.0,200.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,50.4,50-55 HRC,150-200 C,86400.0 s
AISI-SAE 4140,86400.0,250.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,49.7,45-50 HRC,200-250 C,86400.0 s
AISI-SAE 4140,86400.0,300.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,44.6,40-45 HRC,250-300 C,86400.0 s
AISI-SAE 4140,86400.0,400.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,40.9,40-45 HRC,350-400 C,86400.0 s
AISI-SAE 4140,86400.0,600.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,28.1,25-30 HRC,550-600 C,86400.0 s
AISI-SAE 4140,86400.0,700.0,0.41,0.88,0.016,0.018,0.23,0.0,1.02,0.22,0.0,0.0,0.0,15.9,15-20 HRC,650-700 C,86400.0 s
AISI-SAE 4140,115200.0,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,52.6,50-55 HRC,200-250 C,115200.0 s
AISI-SAE 4140,115200.0,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,49.1,45-50 HRC,300-350 C,115200.0 s
AISI-SAE 4140,115200.0,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,42.7,40-45 HRC,400-450 C,115200.0 s
AISI-SAE 4140,115200.0,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,34.1,30-35 HRC,500-550 C,115200.0 s
AISI-SAE 4140,115200.0,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0.0,0.0,0.0,21.2,20-25 HRC,600-650 C,115200.0 s
AISI-SAE 4340,10.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,56.9,55-60 HRC,100-150 C,10.0 s
AISI-SAE 4340,10.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.4,55-60 HRC,100-150 C,10.0 s
AISI-SAE 4340,10.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.8,55-60 HRC,150-200 C,10.0 s
AISI-SAE 4340,10.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.9,50-55 HRC,200-250 C,10.0 s
AISI-SAE 4340,10.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,53.9,50-55 HRC,250-300 C,10.0 s
AISI-SAE 4340,10.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.4,50-55 HRC,350-400 C,10.0 s
AISI-SAE 4340,10.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.2,45-50 HRC,450-500 C,10.0 s
AISI-SAE 4340,10.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,44.1,40-45 HRC,550-600 C,10.0 s
AISI-SAE 4340,10.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,35.1,35-40 HRC,650-700 C,10.0 s
AISI-SAE 4340,40.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,49.0,45-50 HRC,400-450 C,40.0 s
AISI-SAE 4340,40.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,44.0,40-45 HRC,500-550 C,40.0 s
AISI-SAE 4340,40.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,40.9,40-45 HRC,550-600 C,40.0 s
AISI-SAE 4340,40.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,38.6,35-40 HRC,600-650 C,40.0 s
AISI-SAE 4340,90.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.9,55-60 HRC,100-150 C,90.0 s
AISI-SAE 4340,90.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.2,55-60 HRC,100-150 C,90.0 s
AISI-SAE 4340,90.0,200.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.4,55-60 HRC,150-200 C,90.0 s
AISI-SAE 4340,90.0,250.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,54.5,50-55 HRC,200-250 C,90.0 s
AISI-SAE 4340,90.0,300.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,50.0,45-50 HRC,250-300 C,90.0 s
AISI-SAE 4340,90.0,400.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,48.0,45-50 HRC,350-400 C,90.0 s
AISI-SAE 4340,90.0,500.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,45.0,40-45 HRC,450-500 C,90.0 s
AISI-SAE 4340,90.0,600.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,37.7,35-40 HRC,550-600 C,90.0 s
AISI-SAE 4340,90.0,700.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,33.6,30-35 HRC,650-700 C,90.0 s
AISI-SAE 4340,120.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,47.6,45-50 HRC,400-450 C,120.0 s
AISI-SAE 4340,120.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,43.9,40-45 HRC,500-550 C,120.0 s
AISI-SAE 4340,120.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,42.1,40-45 HRC,550-600 C,120.0 s
AISI-SAE 4340,120.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,37.4,35-40 HRC,600-650 C,120.0 s
AISI-SAE 4340,300.0,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,46.9,45-50 HRC,400-450 C,300.0 s
AISI-SAE 4340,300.0,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,43.6,40-45 HRC,500-550 C,300.0 s
AISI-SAE 4340,300.0,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,40.0,35-40 HRC,550-600 C,300.0 s
AISI-SAE 4340,300.0,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0.0,0.0,0.0,35.6,35-40 HRC,600-650 C,300.0 s
AISI-SAE 4340,900.0,100.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,55.4,55-60 HRC,100-150 C,900.0 s
AISI-SAE 4340,900.0,150.0,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0.0,0.0,0.0,56.1,55-60 HRC,100-150 C,900.0 s
