Steel type,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering,hardness_group,temp_group,time_group
AISI-SAE 5140,28800.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,41.5,40-45 HRC,400-450 C,28800.0 s
AISI-SAE 5140,28800.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,31.6,30-35 HRC,500-550 C,28800.0 s
AISI-SAE 5140,28800.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,26.4,25-30 HRC,600-650 C,28800.0 s
AISI-SAE 5140,57600.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,53.4,50-55 HRC,200-250 C,57600.0 s
AISI-SAE 5140,57600.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.1,45-50 HRC,300-350 C,57600.0 s
AISI-SAE 5140,57600.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,41.1,40-45 HRC,400-450 C,57600.0 s
AISI-SAE 5140,57600.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,30.2,30-35 HRC,500-550 C,57600.0 s
AISI-SAE 5140,57600.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,24.2,20-25 HRC,600-650 C,57600.0 s
AISI-SAE 5140,115200.0,204.4,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,52.8,50-55 HRC,200-250 C,115200.0 s
AISI-SAE 5140,115200.0,315.6,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,49.0,45-50 HRC,300-350 C,115200.0 s
AISI-SAE 5140,115200.0,426.7,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,40.8,40-45 HRC,400-450 C,115200.0 s
AISI-SAE 5140,115200.0,537.8,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,29.2,25-30 HRC,500-550 C,115200.0 s
AISI-SAE 5140,115200.0,648.9,0.42,0.68,0.026,0.032,0.16,0.07,0.93,0.0,0.0,0.0,0.0,22.9,20-25 HRC,600-650 C,115200.0 s
AISI-SAE 5160,10.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.4,60-65 HRC,100-150 C,10.0 s
AISI-SAE 5160,10.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.5,60-65 HRC,100-150 C,10.0 s
AISI-SAE 5160,10.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.2,60-65 HRC,150-200 C,10.0 s
AISI-SAE 5160,10.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.3,60-65 HRC,200-250 C,10.0 s
AISI-SAE 5160,10.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.8,55-60 HRC,250-300 C,10.0 s
AISI-SAE 5160,10.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,57.9,55-60 HRC,350-400 C,10.0 s
AISI-SAE 5160,10.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,54.3,50-55 HRC,450-500 C,10.0 s
AISI-SAE 5160,10.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,52.5,50-55 HRC,550-600 C,10.0 s
AISI-SAE 5160,10.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,41.5,40-45 HRC,650-700 C,10.0 s
AISI-SAE 5160,90.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.0,55-60 HRC,100-150 C,90.0 s
AISI-SAE 5160,90.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.9,55-60 HRC,100-150 C,90.0 s
AISI-SAE 5160,90.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.9,55-60 HRC,150-200 C,90.0 s
AISI-SAE 5160,90.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.1,60-65 HRC,200-250 C,90.0 s
AISI-SAE 5160,90.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.7,55-60 HRC,250-300 C,90.0 s
AISI-SAE 5160,90.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,53.6,50-55 HRC,350-400 C,90.0 s
AISI-SAE 5160,90.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,48.9,45-50 HRC,450-500 C,90.0 s
AISI-SAE 5160,90.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,46.4,45-50 HRC,550-600 C,90.0 s
AISI-SAE 5160,90.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,33.6,30-35 HRC,650-700 C,90.0 s
AISI-SAE 5160,900.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,60.2,60-65 HRC,100-150 C,900.0 s
AISI-SAE 5160,900.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.4,55-60 HRC,100-150 C,900.0 s
AISI-SAE 5160,900.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.1,55-60 HRC,150-200 C,900.0 s
AISI-SAE 5160,900.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,57.5,55-60 HRC,200-250 C,900.0 s
AISI-SAE 5160,900.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,53.2,50-55 HRC,250-300 C,900.0 s
AISI-SAE 5160,900.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,45.6,45-50 HRC,350-400 C,900.0 s
AISI-SAE 5160,900.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,40.6,40-45 HRC,450-500 C,900.0 s
AISI-SAE 5160,900.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,42.0,40-45 HRC,550-600 C,900.0 s
AISI-SAE 5160,900.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,26.7,25-30 HRC,650-700 C,900.0 s
AISI-SAE 5160,3600.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,52.2,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 5160,3600.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,50.0,45-50 HRC,250-300 C,3600.0 s
AISI-SAE 5160,3600.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,43.7,40-45 HRC,350-400 C,3600.0 s
AISI-SAE 5160,3600.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,35.3,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 5160,3600.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,27.7,25-30 HRC,550-600 C,3600.0 s
AISI-SAE 5160,3600.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,19.4,15-20 HRC,650-700 C,3600.0 s
AISI-SAE 5160,9000.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,59.1,55-60 HRC,100-150 C,9000.0 s
AISI-SAE 5160,9000.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.4,55-60 HRC,100-150 C,9000.0 s
AISI-SAE 5160,9000.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,55.2,55-60 HRC,150-200 C,9000.0 s
AISI-SAE 5160,9000.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,51.9,50-55 HRC,200-250 C,9000.0 s
AISI-SAE 5160,9000.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,44.1,40-45 HRC,250-300 C,9000.0 s
AISI-SAE 5160,9000.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,39.9,35-40 HRC,350-400 C,9000.0 s
AISI-SAE 5160,9000.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,33.8,30-35 HRC,450-500 C,9000.0 s
AISI-SAE 5160,9000.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,23.9,20-25 HRC,550-600 C,9000.0 s
AISI-SAE 5160,9000.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,18.3,15-20 HRC,650-700 C,9000.0 s
AISI-SAE 5160,86400.0,100.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,58.0,55-60 HRC,100-150 C,86400.0 s
AISI-SAE 5160,86400.0,150.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,56.4,55-60 HRC,100-150 C,86400.0 s
AISI-SAE 5160,86400.0,200.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,51.7,50-55 HRC,150-200 C,86400.0 s
AISI-SAE 5160,86400.0,250.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,46.0,45-50 HRC,200-250 C,86400.0 s
AISI-SAE 5160,86400.0,300.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,43.6,40-45 HRC,250-300 C,86400.0 s
AISI-SAE 5160,86400.0,400.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,39.6,35-40 HRC,350-400 C,86400.0 s
AISI-SAE 5160,86400.0,500.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,25.0,20-25 HRC,450-500 C,86400.0 s
AISI-SAE 5160,86400.0,600.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,20.9,20-25 HRC,550-600 C,86400.0 s
AISI-SAE 5160,86400.0,700.0,0.62,0.88,0.012,0.018,0.22,0.0,0.79,0.0,0.0,0.0,0.0,8.6,5-10 HRC,650-700 C,86400.0 s
AISI-SAE 6145,40.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.1,45-50 HRC,400-450 C,40.0 s
AISI-SAE 6145,40.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,41.7,40-45 HRC,500-550 C,40.0 s
AISI-SAE 6145,40.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,40.1,40-45 HRC,550-600 C,40.0 s
AISI-SAE 6145,40.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,39.0,35-40 HRC,600-650 C,40.0 s
AISI-SAE 6145,120.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,48.2,45-50 HRC,400-450 C,120.0 s
AISI-SAE 6145,120.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,40.8,40-45 HRC,500-550 C,120.0 s
AISI-SAE 6145,120.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.9,35-40 HRC,550-600 C,120.0 s
AISI-SAE 6145,120.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.2,35-40 HRC,600-650 C,120.0 s
AISI-SAE 6145,300.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,47.6,45-50 HRC,400-450 C,300.0 s
AISI-SAE 6145,300.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,40.2,40-45 HRC,500-550 C,300.0 s
AISI-SAE 6145,300.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.2,35-40 HRC,550-600 C,300.0 s
AISI-SAE 6145,300.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,37.0,35-40 HRC,600-650 C,300.0 s
AISI-SAE 6145,900.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,46.1,45-50 HRC,400-450 C,900.0 s
AISI-SAE 6145,900.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,39.1,35-40 HRC,500-550 C,900.0 s
AISI-SAE 6145,900.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.2,35-40 HRC,550-600 C,900.0 s
AISI-SAE 6145,900.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.8,35-40 HRC,600-650 C,900.0 s
AISI-SAE 6145,3600.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,54.9,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 6145,3600.0,260.0,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,51.9,50-55 HRC,250-300 C,3600.0 s
AISI-SAE 6145,3600.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,50.2,50-55 HRC,300-350 C,3600.0 s
AISI-SAE 6145,3600.0,371.1,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,48.5,45-50 HRC,350-400 C,3600.0 s
AISI-SAE 6145,3600.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,45.2,45-50 HRC,400-450 C,3600.0 s
AISI-SAE 6145,3600.0,482.2,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,41.1,40-45 HRC,450-500 C,3600.0 s
AISI-SAE 6145,3600.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,38.2,35-40 HRC,500-550 C,3600.0 s
AISI-SAE 6145,3600.0,593.3,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.2,35-40 HRC,550-600 C,3600.0 s
AISI-SAE 6145,3600.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,30.3,30-35 HRC,600-650 C,3600.0 s
AISI-SAE 6145,7200.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,54.3,50-55 HRC,200-250 C,7200.0 s
AISI-SAE 6145,7200.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,50.0,45-50 HRC,300-350 C,7200.0 s
AISI-SAE 6145,7200.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,44.0,40-45 HRC,400-450 C,7200.0 s
AISI-SAE 6145,7200.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.9,35-40 HRC,500-550 C,7200.0 s
AISI-SAE 6145,7200.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,27.0,25-30 HRC,600-650 C,7200.0 s
AISI-SAE 6145,14400.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,53.5,50-55 HRC,200-250 C,14400.0 s
AISI-SAE 6145,14400.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.8,45-50 HRC,300-350 C,14400.0 s
AISI-SAE 6145,14400.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,43.6,40-45 HRC,400-450 C,14400.0 s
AISI-SAE 6145,14400.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.9,35-40 HRC,500-550 C,14400.0 s
AISI-SAE 6145,14400.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,25.5,25-30 HRC,600-650 C,14400.0 s
AISI-SAE 6145,28800.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,53.4,50-55 HRC,200-250 C,28800.0 s
AISI-SAE 6145,28800.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.5,45-50 HRC,300-350 C,28800.0 s
AISI-SAE 6145,28800.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,42.8,40-45 HRC,400-450 C,28800.0 s
AISI-SAE 6145,28800.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,36.0,35-40 HRC,500-550 C,28800.0 s
AISI-SAE 6145,28800.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,23.8,20-25 HRC,600-650 C,28800.0 s
AISI-SAE 6145,57600.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,53.4,50-55 HRC,200-250 C,57600.0 s
AISI-SAE 6145,57600.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.7,45-50 HRC,300-350 C,57600.0 s
AISI-SAE 6145,57600.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,42.9,40-45 HRC,400-450 C,57600.0 s
AISI-SAE 6145,57600.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.6,35-40 HRC,500-550 C,57600.0 s
AISI-SAE 6145,57600.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,21.2,20-25 HRC,600-650 C,57600.0 s
AISI-SAE 6145,115200.0,204.4,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,52.9,50-55 HRC,200-250 C,115200.0 s
AISI-SAE 6145,115200.0,315.6,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,49.3,45-50 HRC,300-350 C,115200.0 s
AISI-SAE 6145,115200.0,426.7,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,42.5,40-45 HRC,400-450 C,115200.0 s
AISI-SAE 6145,115200.0,537.8,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,35.1,35-40 HRC,500-550 C,115200.0 s
AISI-SAE 6145,115200.0,648.9,0.43,0.74,0.019,0.024,0.23,0.06,0.92,0.0,0.16,0.0,0.0,19.6,15-20 HRC,600-650 C,115200.0 s
AISI-SAE 6150,10.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.8,60-65 HRC,100-150 C,10.0 s
AISI-SAE 6150,10.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.3,60-65 HRC,100-150 C,10.0 s
AISI-SAE 6150,10.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,62.1,60-65 HRC,150-200 C,10.0 s
AISI-SAE 6150,10.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.1,60-65 HRC,200-250 C,10.0 s
AISI-SAE 6150,10.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.4,60-65 HRC,250-300 C,10.0 s
AISI-SAE 6150,10.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,58.8,55-60 HRC,350-400 C,10.0 s
AISI-SAE 6150,10.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,56.5,55-60 HRC,450-500 C,10.0 s
AISI-SAE 6150,10.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,49.4,45-50 HRC,550-600 C,10.0 s
AISI-SAE 6150,10.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,43.1,40-45 HRC,650-700 C,10.0 s
AISI-SAE 6150,90.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.0,60-65 HRC,100-150 C,90.0 s
AISI-SAE 6150,90.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.2,60-65 HRC,100-150 C,90.0 s
AISI-SAE 6150,90.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.8,60-65 HRC,150-200 C,90.0 s
AISI-SAE 6150,90.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.5,60-65 HRC,200-250 C,90.0 s
AISI-SAE 6150,90.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,59.0,55-60 HRC,250-300 C,90.0 s
AISI-SAE 6150,90.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,56.5,55-60 HRC,350-400 C,90.0 s
AISI-SAE 6150,90.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,48.4,45-50 HRC,450-500 C,90.0 s
AISI-SAE 6150,90.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,44.3,40-45 HRC,550-600 C,90.0 s
AISI-SAE 6150,90.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,37.6,35-40 HRC,650-700 C,90.0 s
AISI-SAE 6150,900.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,63.5,60-65 HRC,100-150 C,900.0 s
AISI-SAE 6150,900.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,64.0,60-65 HRC,100-150 C,900.0 s
AISI-SAE 6150,900.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.0,55-60 HRC,150-200 C,900.0 s
AISI-SAE 6150,900.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,57.3,55-60 HRC,200-250 C,900.0 s
AISI-SAE 6150,900.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,53.2,50-55 HRC,250-300 C,900.0 s
AISI-SAE 6150,900.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,49.6,45-50 HRC,350-400 C,900.0 s
AISI-SAE 6150,900.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,44.2,40-45 HRC,450-500 C,900.0 s
AISI-SAE 6150,900.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,37.7,35-40 HRC,550-600 C,900.0 s
AISI-SAE 6150,900.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,36.0,35-40 HRC,650-700 C,900.0 s
AISI-SAE 6150,3600.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,53.3,50-55 HRC,200-250 C,3600.0 s
AISI-SAE 6150,3600.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,50.5,50-55 HRC,250-300 C,3600.0 s
AISI-SAE 6150,3600.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,47.2,45-50 HRC,350-400 C,3600.0 s
AISI-SAE 6150,3600.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,40.0,35-40 HRC,450-500 C,3600.0 s
AISI-SAE 6150,3600.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,33.2,30-35 HRC,550-600 C,3600.0 s
AISI-SAE 6150,3600.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,22.3,20-25 HRC,650-700 C,3600.0 s
AISI-SAE 6150,9000.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,62.7,60-65 HRC,100-150 C,9000.0 s
AISI-SAE 6150,9000.0,150.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,57.4,55-60 HRC,100-150 C,9000.0 s
AISI-SAE 6150,9000.0,200.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,56.5,55-60 HRC,150-200 C,9000.0 s
AISI-SAE 6150,9000.0,250.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,51.6,50-55 HRC,200-250 C,9000.0 s
AISI-SAE 6150,9000.0,300.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,49.4,45-50 HRC,250-300 C,9000.0 s
AISI-SAE 6150,9000.0,400.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,44.1,40-45 HRC,350-400 C,9000.0 s
AISI-SAE 6150,9000.0,500.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,38.0,35-40 HRC,450-500 C,9000.0 s
AISI-SAE 6150,9000.0,600.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,31.3,30-35 HRC,550-600 C,9000.0 s
AISI-SAE 6150,9000.0,700.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,18.3,15-20 HRC,650-700 C,9000.0 s
AISI-SAE 6150,86400.0,100.0,0.51,0.81,0.021,0.014,0.28,0.0,0.98,0.0,0.0,0.0,0.0,60.5,60-65 HRC,100-150 C,86400.0 s
